ONEOFF_PURCHASES,PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
64,0.083333,0,3945.38539,0,12
0,0,0,936.618592,0,12
6701.08,1,1,3039.137305,0.083333,12
6376.98,1,1,528.241518,0.333333,12
0,0,0,1949.814235,0,12
375.57,0.25,0,179.42685,0,12
2337.44,1,1,177.051156,0.454545,12
0,0.75,0.666667,209.317582,0.083333,12
1386.4,0.285714,0,154.555561,0,7
1307.16,1,0,1212.951385,0,12
0,0,0,1831.024986,0,12
77.99,0.166667,0,303.743033,0,12
181.81,0.333333,0.166667,634.388953,0.083333,12
65,0.083333,0,67.643963,0,12
277,0.5,0.416667,769.627647,0,12
0,0,0,1208.463027,0,12
32.22,0.083333,0,695.503633,0,12
0,0.25,0.25,3533.4648,0,12
0,0,0,308.399887,0.333333,12
2549.65,0.75,0.583333,416.412205,0,12
7403.57,0.666667,0.166667,4676.633767,0,12
0,0,0,879.041116,0,12
800.87,1,0.833333,1854.077627,0,12
574.33,1,1,180.400442,0.75,12
698.99,0.166667,0.083333,215.007957,0,12
0,0,0,1582.515056,0,10
0,0,0,883.249328,0,12
2765.16,1,1,207.887409,0.583333,12
618.55,1,1,1342.185961,0,12
0,0,0,2412.544026,0,12
0,0.166667,0.166667,8.8426,0,12
1123.58,0.083333,0,142.868781,0,12
571.91,0.25,0,756.220978,0,12
0,0,0,2279.351491,0,12
0,0,0,8.56154,0,6
0,1,1,178.115434,1,12
0,0,0,326.316359,0,12
209.77,0.666667,0.444444,414.824247,0,9
0,0,0,325.312921,0,8
0,1,1,1104.152962,0,12
642.33,0.5,0,344.973051,0,12
890.2,0.5,0,330.87851,0,12
144.86,1,0.916667,1732.955307,0,12
2580.19,1,0.666667,357.591488,0,12
4139.56,0.333333,0,597.159149,0,9
0,0.5,0.5,2559.345,0,12
0,0.583333,0.583333,988.712621,0,12
0,0,0,247.205901,0,7
183.7,0.25,0,1116.001393,0,12
0,0,0,2818.707479,0,12
0,1,1,759.346966,0,12
0,0,0,2703.217084,0,12
1471.04,0.916667,1,232.076866,0,12
2052.75,0.875,0.5,1356.087629,0,8
0,0,0,1321.46938,0,12
0,1,1,102.895907,0.636364,12
399.15,0.416667,0.25,1540.175186,0,12
0,0,0,1272.080547,0,12
782.88,0.083333,0,280.618072,0,12
0,0,0,1501.874974,0,12
260,0.083333,0,92.072121,0,12
0,0,0,351.184105,0,12
0,0.416667,0.416667,2672.605531,0,12
2303.6,1,0.5,794.323892,0,12
503.45,0.083333,0,495.65428,0,12
3628.67,1,1,186.739077,1,12
933.5,0.083333,0,462.153221,0,12
950.03,0.833333,0.416667,,0,12
70.26,0.083333,0.083333,428.353499,0,12
204.27,0.25,0.125,282.152847,0,8
9536.28,1,0.583333,968.363741,0.333333,12
1734.61,1,1,296.681069,0.181818,12
0,0,0,1663.969183,0,12
1326.3,1,0,3414.220124,0,12
0,0,0,3427.635445,0,12
0,0,0,81.716644,0,12
2074.16,1,1,,0,12
620.16,0.916667,0.666667,190.893951,0.181818,12
0,0.583333,0.5,83.041019,0.416667,12
0,0.818182,0.818182,125.135021,0,11
0,0,0,2092.29409,0,12
90.39,0.125,0,152.221816,0,8
0,0,0,,0,12
0,0,0,517.595201,0,12
393.5,0.583333,0.5,541.51241,0,12
0,1,1,129.992635,0.545455,12
0,0.166667,0.166667,1263.139657,0,12
219.26,0.25,0,1223.335721,0,12
44.55,0.083333,0,88.028446,0,12
0,1,1,438.318992,0.166667,12
0,0,0,,0,12
0,1,1,163.663033,1,12
36,1,1,1066.801936,0,12
0,0.5,0.5,88.814191,0.454545,12
0,0,0,12866.94167,0,12
8003.21,1,1,270.774147,0.833333,12
0,0,0,1791.729021,0.5,12
0,0,0,1689.935969,0,12
521.46,0.833333,0.75,162.763716,0,12
0,0,0,,0,12
2986.66,0.5,0.416667,561.333282,0,12
1682.03,1,1,162.995748,0.833333,12
460.57,0.416667,0.166667,131.403254,0,12
481,1,1,2203.284474,0,12
578.66,1,0,728.739114,0,11
8.4,1,0,795.091125,0,12
173.69,0.166667,0,796.031998,0,12
74.98,0.166667,0,572.683934,0,12
0,0.166667,0.166667,110.528523,0.5,12
1500,0.083333,0,885.376298,0,12
0,1,0.916667,1947.918485,0,12
0,0,0,316.461916,0,12
0,1,1,,0,12
0,0,0,10774.73572,0,12
0,0,0,572.390099,0,12
61.11,0.333333,0.25,227.160721,0,12
28,0.333333,0.166667,409.65366,0,12
221.61,0.666667,0,294.377252,0,12
4768.27,0.727273,0,149.493574,0.454545,11
86.7,0.166667,0,1069.925154,0,12
1021.67,0.5,0.166667,1451.018556,0,12
615.99,0.833333,0.833333,266.850585,0,12
690.57,1,0.833333,183.964777,0.090909,12
363,0.111111,0,2070.907379,0,9
0,0,0,1313.531481,0,12
0,0,0,736.789619,0,12
0,0,0,396.635432,0,12
0,0.166667,0.166667,,0,12
987.68,0.833333,0.583333,341.524735,0,12
651.4,0.833333,0.75,464.139521,0,12
0,0.916667,0.916667,196.720403,0,12
0,1,1,178.44023,0.833333,12
103,1,1,165.304588,0.090909,12
0,0,0,170.397605,0,12
1383.12,1,0.333333,,0,12
0,0,0,1294.501736,0,9
4001.41,1,0.857143,1287.324868,0.2,7
109.16,0.636364,0.454545,1094.486286,0,11
1358.4,1,1,478.820544,0,12
0,0,0,986.843214,0,12
385,0.166667,0,,0,12
0,1,0.916667,170.451899,0.9,12
0,0,0,1264.637138,0,12
1366.3,0.5,0,139.388035,0.4,12
76.94,0.181818,0,277.714185,0,11
2026.7,0.5,0.416667,2642.937347,0,12
100,0.083333,0,,0,12
0,0,0,2592.311811,0,12
10901.24,1,1,1448.585054,0.416667,12
200,0.083333,0,502.765453,0,12
832.49,1,0.916667,2849.235124,0,12
2209.21,1,0.916667,559.284909,0,12
0,0.083333,0.083333,230.806229,0,12
0,1,0.916667,,0,12
0,0.75,0.75,,0,12
3300.1,1,1,78.898037,0.375,12
1161.66,0.75,0.416667,531.303374,0,12
1229,0.666667,0.5,1054.339431,0.083333,12
0,0.833333,0.75,512.342306,0,12
0,0,0,805.478131,0,12
74,0.583333,0.416667,5148.045052,0,12
769.34,0.166667,0,,0,12
177.62,0.333333,0.25,,0,12
0,0,0,363.517186,0,12
69.9,0.416667,0.25,430.209133,0.285714,12
2767.28,1,0.666667,1082.201074,0,12
0,0,0,462.715637,0,12
0,0,0,267.035943,0,12
358,1,1,494.455132,0,12
324.3,0.166667,0,,0,12
0,1,1,170.607827,1,12
0,0.25,0.25,,0,12
250.32,0.083333,0,,0,12
0,0,0,196.261567,0,6
89.66,0.2,0,397.759846,0,10
0,1,1,188.367946,0.916667,12
1036.19,0.25,0,1100.977131,0,12
0,0,0,5433.759888,0,12
4674.21,0.416667,0.25,258.715978,0,12
262.4,0.5,0.333333,382.716751,0,12
3352.28,1,1,9642.502512,0,12
2426.43,1,0.416667,143.208454,0.7,12
217.06,1,1,1306.468855,0,12
3076.01,1,0.583333,210.035264,1,12
737.79,1,0.666667,627.391113,0,12
6761.29,1,0.333333,,0,12
0,0,0,,0,12
112.61,0.416667,0.333333,662.40729,0,12
1352.55,1,0.75,227.726516,0.083333,12
1815.31,1,0.083333,192.520664,0.636364,12
0,0.75,0.75,711.596731,0,12
175.5,0.333333,0.111111,95.228179,0,9
307.8,0.083333,0.083333,1746.966239,0,12
0,1,1,162.729509,0,12
0,0,0,899.048237,0,12
312.69,0.25,0,167.467416,0,12
1000,1,1,2434.435407,0,12
0,0,0,1927.887547,0,12
0,0,0,242.677632,0.142857,12
701.44,1,0,,0,12
0,0.5,0.416667,567.761469,0,12
348.88,0.333333,0,255.439979,0,12
3364.59,0.25,0.083333,267.093439,0,12
110,0.416667,0.416667,2364.114477,0,12
0,0,0,622.503528,0,12
0,0.5,0.333333,153.048247,0.75,12
732.2,1,1,13.545097,0,12
196.37,0.916667,0.5,250.187987,0,12
0,0.833333,0.833333,53.011601,0,12
0,0.083333,0.083333,310.32899,0,12
912.12,1,1,2658.77669,0,12
1272.5,1,1,177.692271,0.25,12
0,0.333333,0.333333,8.745383,0.090909,12
721.46,1,0.916667,173.182819,1,12
20.09,0.333333,0,,0,12
678,1,0,1111.413896,0,12
0,0,0,1596.893256,0.083333,12
403.54,0.916667,0.833333,,0,12
0,0,0,,0,12
300,0.75,0.583333,142.613239,0.7,12
1234.77,0.916667,0.916667,168.750901,1,12
1343.45,0.5,0.166667,336.282655,0,12
0,0,0,1837.998855,0,12
45.65,0.083333,0,448.973668,0,12
0,0,0,282.771821,0.111111,12
400.14,0.916667,0.916667,,0,12
712.3,0.75,0.416667,2019.977973,0,12
0,0,0,,0,12
63.6,1,1,2411.664639,0,12
53.8,0.25,0,171.6492,0,12
801.19,0.833333,0.75,563.283083,0,12
0,0,0,1558.017969,0,10
6965.06,0.833333,0.416667,889.95708,1,12
0,0.583333,0.583333,2959.446172,0,12
463.8,0.166667,0.083333,199.884984,0,12
11263.17,1,1,517.324081,0.333333,12
0,0,0,1644.952704,0,12
1177.64,0.5,0,1000.843859,0,10
858.48,0.916667,0.75,221.145007,0,12
200,0.083333,0,3302.012395,0,12
736.72,0.5,0,54.443091,1,8
0,0.083333,0.083333,72.792874,0,12
0.01,0.083333,0,,0,12
0,1,1,1009.381645,0,12
251.44,1,0,,0,12
1748.98,0.9,0.6,555.397214,0,10
2681.99,1,0.75,393.411779,0.272727,12
270,0.25,0,229.778025,0,12
1159.3,0.666667,0.166667,870.610813,0,12
308.16,0.25,0,28.242152,0,12
0,0,0,58.778054,0,12
1817.84,0.333333,0,,0,12
1000,0.083333,0,157.31769,0.090909,12
0,0,0,430.722903,0,12
2795.14,0.7,0.5,255.098434,0,10
886.37,0.333333,0,493.349977,0,12
0,0,0,1278.064978,0,11
0,1,1,701.949213,0,12
0,0.909091,0.818182,152.188982,0.777778,11
0,0.666667,0.583333,1680.543762,0,12
695.29,1,1,1049.416303,0,12
1755.76,1,0,194.343579,0.916667,12
0,0.416667,0.333333,634.196389,0,12
541.68,0.166667,0,,0,12
15158.9,0.9,0.8,586.029097,0.875,10
1508.54,1,0,,0,12
99,0.083333,0,141.935936,0,12
1424.58,1,0.333333,1313.87778,0,12
76.3,0.166667,0,7781.671432,0,12
0,1,1,198.454649,0.333333,12
179.75,1,0.916667,,0,12
435.14,1,0,1390.110596,0,12
280.35,0.166667,0,,0,12
246.2,0.583333,0.416667,1546.605424,0,12
0,0.333333,0.333333,168.97377,0.083333,12
1383.74,1,1,487.620635,0,12
1864.11,0.916667,0.416667,169.763154,1,12
0,0.083333,0.083333,530.3496,0,12
490.21,0.272727,0,991.468328,0,11
1101.76,1,1,,0,12
0,0.25,0.166667,299.351881,0,12
0,0.083333,0.083333,10849.43809,0,12
132.81,1,1,163.30874,1,12
0,0,0,1369.775906,0,12
1375.5,0.916667,0.75,433.618672,0,12
179.56,1,1,369.901866,0.166667,12
0,0,0,140.447701,0.1,12
652.94,0.666667,0.333333,888.901116,0,12
0,1,0.916667,2639.29297,0,12
443.99,0.272727,0,259.715939,0,11
0,1,1,92.217936,0.25,12
0,0,0,1003.265207,0,12
0,1,1,1098.479834,0,12
100,1,1,1320.855292,0,12
0,0.416667,0.416667,435.662185,0,12
478.53,0.583333,0.333333,,0,12
69,0.083333,0,100.023175,0,12
34.96,0.25,0.166667,1260.262738,0,12
0,0,0,476.830891,0,12
2655.99,0.916667,0,168.814522,0.727273,12
0,1,1,132.020035,0.727273,12
1400.59,0.833333,0.75,1030.053642,0,12
673.11,1,1,108.410954,0.090909,12
0,0,0,,0,7
2643,0.583333,0.416667,511.121978,0.083333,12
734.45,0.545455,0.181818,1445.432949,0,11
200,0.75,0.583333,12245.92601,0,12
0,0,0,999.050377,0,12
1037.82,0.5,0,214.724575,0.1,12
723.65,1,0,,0,12
0,0,0,13266.3819,0,12
0,0,0,630.679799,0,9
1837.56,0.5,0.166667,201.050218,0,12
1913.26,0.666667,0.666667,152.391012,0.454545,12
45.65,0.090909,0,481.237501,0,11
1188,0.083333,0,158.339807,0,12
163.29,0.833333,0.666667,171.370838,0,12
1088.23,1,1,179.475148,1,12
207.68,0.083333,0,638.679282,0,12
514.97,1,0,208.568375,0.25,12
45.65,0.083333,0,374.377774,0,12
0,0.083333,0.083333,17693.07847,0,12
45.65,0.083333,0,117.808437,0,12
0,0,0,1473.841361,0,12
0,0,0,1406.909258,0,12
2330.95,0.75,0.25,168.321916,0.875,12
0,0.583333,0.583333,,0,12
241.53,0.916667,0.916667,2071.432892,0,12
0,0,0,165.091997,0,12
0,0.583333,0.5,1092.737436,0,12
119,0.083333,0,540.656023,0,12
0,0,0,2295.219735,0,12
1023.9,1,1,206.423078,0,12
32.38,0.083333,0,,0,12
19,0.5,0.166667,81.198552,0,6
0,0,0,968.603795,0.25,12
0,0.333333,0.25,,0,12
59,1,1,178.75204,0.75,12
0,0,0,206.737107,0,7
292.59,1,0,,0,12
1042.52,0.083333,0,260.066741,0.5,12
2632.4,1,0.083333,429.697372,0,12
280,0.166667,0,664.585302,0,12
0,0,0,281.091657,0,12
1302.37,0.5,0,1836.602896,0,12
90,0.083333,0,189.979169,0,12
85.5,0.5,0.416667,140.751691,1,12
3391.88,1,1,550.971147,0,12
160.05,0.666667,0.555556,116.531467,0,9
0,1,1,194.502845,0.416667,12
0,0.75,0.666667,131.106729,0.166667,12
230.15,1,0,,0,12
105.8,1,1,185.371629,1,12
2293.18,1,1,7321.639932,0.083333,12
0,0,0,425.777184,0,12
2017.22,0.888889,0.777778,129.801874,0.833333,9
60,1,0,385.395799,0,12
64.03,1,0.916667,2168.95118,0,12
66.7,0.083333,0,240.517311,0,12
130,0.083333,0,891.684832,0,12
0,0.166667,0.083333,112.584481,0,12
285.45,0.333333,0,389.633098,0,12
211.51,0.166667,0.083333,1586.594493,0,12
35.8,0.083333,0,217.074658,0,12
0,0.5,0.5,5303.958597,0,12
0,1,1,139.832021,0.916667,12
0,0,0,205.446177,0,8
153.96,0.083333,0,266.069794,0.090909,12
453.89,0.25,0,127.427088,1,12
0,0,0,274.427951,0,12
0,0,0,1023.380975,0,12
133,0.166667,0,89.546616,0,12
1084,0.333333,0.166667,119.213806,0.090909,12
453,1,1,909.741196,0,12
431.49,0.333333,0,107.848735,0,12
892.8,0.5,0.25,176.216309,0,12
0,0,0,498.013895,0,12
0,0,0,5.045387,0.5,12
289.03,1,0.75,186.610054,0.416667,12
286,0.333333,0.25,58.719455,0.363636,12
0,0,0,,0,12
242.89,1,1,1111.315878,0,12
0,0,0,364.832651,0,10
620.77,0.75,0.416667,615.990784,0,12
228,0.416667,0.333333,106.632133,0.5,12
680.97,0.583333,0,1361.590608,0,12
0,0.416667,0.416667,132.19075,0.571429,12
210.5,0.583333,0.416667,922.418051,0,12
0,0,0,401.48809,0,12
0,0.75,0.666667,980.711635,0,12
0,0.583333,0.5,463.144483,0,12
171,0.166667,0,88.232737,0,12
1216.81,1,1,3606.228152,0,12
0,0.083333,0.083333,,0,12
896.18,0.166667,0,1493.652513,0,12
133,0.833333,0.75,147.243614,0.777778,12
0,1,1,184.163134,0.416667,12
1107.29,1,1,742.308918,0,12
90,0.090909,0,484.797517,0,11
436.74,0.333333,0,239.690542,0,12
145,0.5,0.416667,174.83612,0.1,12
0,0.583333,0.5,202.991548,0.25,12
0,0,0,935.839831,0,12
0,0.5,0.416667,1821.785907,0,12
0,0,0,1138.592178,0,12
0,0.75,0.75,1879.817257,0,12
7.78,0.416667,0.333333,206.812783,0.083333,12
0,0,0,450.598141,0,12
0,0.75,0.75,3204.78292,0,12
364,0.083333,0,211.317636,0,12
0,0.666667,0.666667,122.108687,1,9
0,0.2,0.2,18.219526,0.1,10
185,0.75,0.666667,124.465257,0.666667,12
0,0,0,272.696099,0,12
0,0,0,2216.590039,0,12
0,0.25,0.166667,319.996667,0,12
2900,0.125,0,,0,8
630.01,0.416667,0.416667,137.306097,0,12
80.3,0.166667,0,2359.005614,0,12
777.63,1,0.916667,547.949563,0,12
3777.59,0.818182,0,261.247523,0.090909,11
114,0.083333,0,124.494411,0,12
0,0.916667,0.833333,178.83986,0.727273,12
129.95,0.083333,0,500.848096,0.083333,12
22.16,0.083333,0,30528.4324,0,12
0,0.083333,0.083333,,0,12
0,0,0,251.520629,0,12
0,0,0,70.384975,0.363636,12
0,0,0,560.757332,0,12
729.65,0.833333,0.666667,921.910684,0,12
0,0,0,427.330636,0,12
2718.42,1,1,231.798854,0.25,12
383.05,0.75,0.583333,888.841589,0,12
175.6,0.727273,0.545455,1739.237096,0,11
190,0.090909,0,1818.377046,0,11
0,0,0,786.946437,0,12
396.24,0.833333,0.416667,285.440312,0,12
0,0,0,1460.63522,0,11
590,0.083333,0,156.326043,0,12
0,0,0,1970.352152,0,12
120,0.083333,0,751.902022,0,12
460.57,0.333333,0,2103.456999,0,12
0,1,1,1750.367637,0,12
1357,1,1,1091.281356,0,12
4287.78,1,1,211.053637,1,12
2435.82,0.666667,0.416667,232.97847,0,12
690,0.8,0.6,158.916575,0,10
0,0.75,0.666667,179.524229,0.714286,12
743.38,0.166667,0,4500.377613,0,12
2483.26,0.083333,0,,0,12
927.1,1,0,163.265372,1,12
951.1,0.166667,0,108.418045,0,12
0,0.916667,0.916667,184.470935,0,12
0,0.916667,0.833333,174.020429,0.333333,12
0,0.75,0.75,66.97684,0.142857,12
2275.97,0.583333,0,179.584038,0.166667,12
356.4,0.166667,0,1171.515143,0,12
0,0,0,2202.491764,0,12
0,0.333333,0.25,72.261438,0,12
200,0.333333,0.25,143.732476,1,12
25.5,0.083333,0,83.648417,0.5,12
348.78,0.714286,0,590.202893,0,7
224.31,0.583333,0.416667,668.171959,0,12
444.4,1,1,176.525876,0.25,12
0,0,0,247.985446,0,12
0,0.3,0.3,1705.819755,0,10
0,0,0,783.207678,0,12
1462.38,0.333333,0,218.825218,0.083333,12
508.56,0.083333,0,217.322796,0,12
0,0,0,411.099829,0.125,11
1955.67,1,0.5,194.72626,1,12
0,0.666667,0.583333,194.037041,0.833333,12
0,0,0,419.392234,0,12
0,0.583333,0.583333,716.223809,0,12
0,0,0,1641.805004,0,12
360,0.090909,0,427.286126,0.1,11
0,0,0,612.399286,0.285714,12
2001.55,1,0.166667,191.234533,1,12
0,1,0.833333,187.9353,0.083333,12
0,0.916667,0.916667,67.379671,0,12
160.48,0.5,0.166667,115.81103,0.2,12
869.06,0.666667,0.416667,603.954203,0,12
0,0,0,,0,12
0,0,0,,0,12
15795.42,1,1,505.125031,1,12
0,0,0,149.909419,0,8
256,0.333333,0.083333,65.67327,0.666667,12
5327.61,0.833333,0,247.085679,0.9,12
0,0.25,0.25,233.788637,0,12
1233.58,0.416667,0,4576.531483,0,12
0,0.833333,0.833333,162.680718,0.2,12
1587.24,0.833333,0.666667,296.885026,0.125,12
997.3,0.75,0.416667,175.485133,0.714286,12
1259.58,0.75,0.5,319.680283,0,12
601,0.5,0.333333,753.39587,0,12
0,1,1,179.232469,1,12
1947.05,0.833333,0.166667,1082.482851,0,12
0,0.083333,0.083333,117.833863,1,12
432.05,0.2,0,55.522218,0,10
0,1,1,183.31064,0,12
0,1,1,400.735862,0,12
218,0.333333,0,526.403412,0,12
247.95,0.333333,0.083333,789.357067,0.083333,12
921.82,0.1,0,68.262356,0,10
76,0.083333,0,109.152917,0,12
0,0,0,2584.589917,0,12
1788.08,0.833333,0.166667,169.81431,1,12
1829.5,0.916667,0.75,155.235425,0.875,12
0,0.583333,0.5,913.580145,0,12
322.98,0.166667,0,5.458904,0,12
2743.66,0.75,0,1371.137719,0,12
0,0,0,472.703236,0.166667,12
4859.87,1,1,176.295409,1,12
33,0.166667,0.083333,140.098388,1,12
311.05,0.916667,0,117.973282,1,12
689.4,1,0,191.837369,1,12
0,0,0,678.362107,1,12
0,0.416667,0.333333,43.89699,0.2,12
0,0.875,0.75,117.977018,0.833333,8
1858.7,0.583333,0,1092.303319,0,12
2831.62,1,0.333333,187.681228,1,12
1103.5,0.333333,0,648.228886,0,12
0,0.083333,0.083333,,0,12
0,0,0,1572.040565,0,12
0,1,1,519.80399,0,12
0,0,0,7639.575747,0,12
773.6,1,1,759.107707,0,12
150.05,0.416667,0.166667,81.364934,0.111111,12
0,1,0.9,147.921516,0.75,10
35.97,0.083333,0,97.069542,0,12
0,0,0,763.877119,0,12
85.5,0.1,0,72.47544,0,10
696.63,0.083333,0,918.350562,0,12
0,0,0,738.273311,0,12
1332.96,1,1,175.39498,0.583333,12
872.26,1,0.916667,203.838712,0,12
1647.3,1,1,1313.547582,0,12
0,0.111111,0.111111,159.29742,0,9
0,0,0,531.071616,0.083333,12
0,0,0,404.950458,0,12
0,0.5,0.333333,173.696638,0.75,12
750,1,0.916667,365.872805,0.3,12
722.91,1,0.916667,287.150626,0,12
2372.1,0.5,0.166667,1803.215713,0,12
99,0.583333,0.583333,153.216454,1,12
178.83,0.285714,0,128.725608,0,7
227.55,0.083333,0,352.17313,0,12
588.05,0.166667,0,18.113017,0,12
0,0,0,855.39844,0,12
2675,0.666667,0,3043.715928,0.083333,12
24543.52,1,1,703.503256,1,12
137.84,1,1,185.221234,0.5,12
0,1,1,92.417583,0.333333,12
0,0,0,700.578477,0,12
59,0.166667,0,55.553231,0,6
0,0,0,818.65483,0,12
0,0.083333,0.083333,1797.588069,0,12
4398.35,0.916667,0,179.19571,0.916667,12
1483.9,1,0,1690.030475,0,12
0,1,1,105.323736,0.333333,12
958.5,0.3,0,76.806928,1,10
150,0.083333,0,340.787739,0,12
2501,1,1,29.259869,0.083333,12
2968.85,1,0.416667,587.744916,0,12
0,0.916667,0.833333,151.412643,0.181818,12
1516.09,1,0.75,177.898546,0.75,12
0,0.3,0.2,74.698385,1,10
168.65,0.454545,0.363636,599.949312,0,11
626.53,0.583333,0.416667,732.309926,0,12
1734.5,1,0.916667,195.583027,0.083333,12
272,0.5,0.333333,121.912794,0.1,12
1867.92,0.833333,0.666667,851.600335,0,12
0,0,0,845.927334,0,12
491.43,0.545455,0,129.562455,1,11
291.7,0.333333,0.25,128.751781,0,12
0,1,1,,0,12
548.89,0.166667,0,1146.630327,0,12
64.09,0.454545,0.272727,481.887743,0,11
315,0.083333,0,190.131556,0,12
223,0.75,0.75,200.878822,0,12
2875.13,1,0.916667,188.516174,0.833333,12
4349.34,0.916667,0,163.370313,1,12
2484.65,1,0.666667,1365.627377,0,12
1368,0.083333,0,979.683199,0,12
3484.5,0.5,0.25,1842.365907,0,12
335,0.166667,0,1785.222397,0.083333,12
1127.78,1,0.083333,179.685335,0.9,12
699.44,1,0,1817.698864,0,12
273,0.583333,0,1148.353805,0,12
220.5,0.083333,0,89.231655,0,12
0,0.916667,0.916667,4522.22913,0,12
965.09,0.666667,0.583333,2741.09648,0,12
45.65,0.083333,0,755.461023,0,12
1644.79,0.333333,0.25,268.760421,0.333333,12
310.7,1,0.916667,1006.614717,0,12
316.91,0.666667,0,71.08943,1,6
4104.58,1,1,200.169985,1,12
0,0,0,642.629679,0,12
3603.23,0.75,0,170.242711,1,12
5368.71,0.75,0.333333,1764.680048,0,12
0,0.916667,0.916667,8791.735512,0,12
0,0,0,335.657631,0.166667,8
2520.55,0.833333,0.166667,194.460262,0.75,12
603.84,0.25,0.083333,138.72196,0,12
0,0,0,113.248946,0.083333,12
1938.44,1,1,582.753042,0,12
553.73,0.5,0,118.538181,0.545455,12
35,0.083333,0,493.967774,0,12
1941.08,1,1,593.311661,0,12
0,0,0,734.58611,0,12
129.52,0.416667,0.333333,841.525188,0,12
773.17,0.416667,0.083333,451.616978,0,12
0,0.916667,0.833333,1860.347671,0,12
515.45,0.166667,0.166667,985.784518,0,12
0,0,0,288.284812,0.083333,12
689.4,1,0,269.813501,0,12
2241.84,0.916667,0,161.507699,0.2,12
2071.7,0.5,0,658.688782,0.25,12
0,0.25,0.25,129.84145,1,12
661.56,1,0.25,989.542477,0,12
1062,1,1,245.51294,0,12
0,0,0,613.432586,0,12
0,0,0,1307.25605,0,12
234.98,0.833333,0.75,232.164739,0.090909,12
237.52,0.25,0,3807.251196,0,12
1242.9,1,1,179.459441,0.083333,12
0,0,0,3248.046319,0,12
265,0.090909,0,1162.329835,0,11
0,0.857143,0.857143,,0,7
0,1,0.916667,1609.511846,0,12
0,0,0,1340.320342,0,12
0,0.333333,0.25,59.26757,0.363636,12
1358.32,1,0.916667,179.10451,1,12
0,0.666667,0.666667,156.243291,0.666667,12
47.5,1,1,141.350236,0.818182,12
246.56,0.25,0,1717.459323,0,12
4051.67,1,0.583333,1171.273248,0,12
689.23,1,0.833333,194.793488,0.083333,12
401.63,0.5,0,130.017867,0.2,12
0,0,0,1222.355238,0,12
141.69,0.75,0.666667,208.2926,0,12
415,0.416667,0.083333,169.34887,0.3,12
0,0,0,243.343542,0.363636,12
3064.59,1,1,496.075078,0.083333,12
734.32,0.916667,0.416667,2885.44844,0,12
3386.58,0.583333,0,138.674322,1,12
55,1,1,129.984859,0.166667,12
429.88,0.25,0,133.273654,0.25,12
0,0.333333,0.333333,57.711988,0.181818,12
130,0.555556,0.333333,535.455159,0,9
2798.36,0.428571,0,931.531127,0,7
876.49,1,0.833333,1028.109548,0,12
967.08,1,0.916667,175.755159,1,12
0,0,0,3502.851217,0,12
1546.5,1,0.333333,300.082054,0,12
1018.98,1,0.583333,174.061253,0.833333,12
0,1,1,1329.038006,0,12
0,0.416667,0.333333,39.385916,0.1,12
0,0,0,366.90327,0,12
0,0,0,1779.683281,0,12
0,1,0.916667,815.025567,0.083333,12
0,0.833333,0.833333,1677.290468,0,12
2096.49,0.833333,0.75,260.662747,0,12
2170.26,0.916667,0.416667,199.936768,0.909091,12
890.45,1,0,171.602356,0.363636,12
2590,0.416667,0.25,800.040356,0,12
0,0.4,0.3,717.747014,0,10
9661.37,0.416667,0,682.274622,0,12
2380,0.833333,0.75,171.044243,0.090909,12
1027.41,0.25,0,165.821848,0.666667,12
661.3,0.333333,0.25,58.665765,0.181818,12
186.05,0.416667,0,209.045742,1,12
0,0,0,1313.849047,0,12
0,0.5,0.416667,439.337182,0,12
0,0.666667,0.666667,100.894512,0,12
264.35,0.75,0.666667,194.362209,0,12
391.45,1,1,1151.418293,0,12
167.08,0.166667,0,472.309554,0,12
2508.57,0.666667,0.083333,150.184354,0.166667,12
0,0,0,46.396619,1,7
188,0.083333,0,19.329034,0,12
148.29,0.083333,0,2988.430055,0,12
487.61,0.166667,0,198.000106,0,12
0,0,0,1053.773309,0,12
0,1,1,169.95303,1,12
0,0,0,339.660618,0,12
622.9,0.545455,0,171.750543,0.1,11
0,0,0,803.189729,0,12
444,0.333333,0.083333,354.783499,0,12
1057.1,1,0.416667,172.363941,0,12
561.06,0.916667,0.833333,189.953723,0,12
0,0,0,659.678948,0,12
464.63,1,0.166667,145.306865,0.272727,12
4012,1,1,217.937998,0.833333,12
386.78,0.333333,0,402.102876,0.090909,12
0,1,1,5092.7993,0,12
0,0,0,277.371035,0.125,12
2577.7,0.583333,0,770.484199,0,12
0,0.916667,0.916667,136.234257,0.363636,12
899.73,0.333333,0,136.934288,1,12
1070.12,1,0.916667,168.621828,0.363636,12
0,0,0,392.678144,0,12
0,0.5,0.416667,164.374194,0.25,12
178.8,0.916667,0.666667,169.514793,0,12
0,0,0,3017.638941,0,12
1317.01,1,1,2158.446633,0,12
9180.41,1,1,209.881639,1,12
45.65,0.5,0.5,376.703445,0,12
1006.17,0.3,0,920.73478,0,10
459.55,0.916667,0.916667,224.328091,0,12
160,0.916667,0.833333,4540.641433,0,12
170,0.083333,0,166.057617,1,12
1104.65,0.416667,0,579.554418,0,12
0,0,0,0.117036,0,12
2283.07,0.666667,0,178.054329,1,12
208.78,0.416667,0.333333,83.666499,0,12
