BALANCE_FREQUENCY,ONEOFF_PURCHASES,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,MINIMUM_PAYMENTS,TENURE
0.833333,0,0,0,310.58347,6
1,0,0,0,301.346806,12
1,171.92,0.416667,0,912.269822,12
1,1741.3,1,0.416667,345.15359,12
1,1229.57,0.416667,0,192.979922,12
1,64,0.083333,0,3945.38539,12
1,0,0,0,936.618592,12
1,6701.08,0.75,1,3039.137305,12
1,6376.98,1,1,528.241518,12
1,0,0,0,1949.814235,12
1,375.57,0.25,0,179.42685,12
1,2337.44,1,1,177.051156,12
1,0,0,0.666667,209.317582,12
0.857143,1386.4,0.285714,0,154.555561,7
1,1307.16,1,0,1212.951385,12
1,0,0,0,1831.024986,12
1,77.99,0.166667,0,303.743033,12
1,181.81,0.166667,0.166667,634.388953,12
1,65,0.083333,0,67.643963,12
0.818182,277,0.25,0.416667,769.627647,12
1,0,0,0,1208.463027,12
1,32.22,0.083333,0,695.503633,12
1,0,0,0.25,3533.4648,12
0.363636,0,0,0,308.399887,12
0.909091,2549.65,0.583333,0.583333,416.412205,12
1,7403.57,0.666667,0.166667,4676.633767,12
1,0,0,0,879.041116,12
1,800.87,0.416667,0.833333,1854.077627,12
1,574.33,0.333333,1,180.400442,12
1,698.99,0.083333,0.083333,215.007957,12
1,0,0,0,1582.515056,10
1,0,0,0,883.249328,12
1,2765.16,0.916667,1,207.887409,12
1,618.55,0.333333,1,1342.185961,12
1,0,0,0,2412.544026,12
0.090909,0,0,0.166667,8.8426,12
0.363636,1123.58,0.083333,0,142.868781,12
0.909091,571.91,0.25,0,756.220978,12
1,0,0,0,2279.351491,12
1,0,0,0,8.56154,6
1,0,0,1,178.115434,12
1,0,0,0,326.316359,12
0.777778,209.77,0.222222,0.444444,414.824247,9
0.875,0,0,0,325.312921,8
1,0,0,1,1104.152962,12
1,642.33,0.5,0,344.973051,12
1,890.2,0.5,0,330.87851,12
1,144.86,0.166667,0.916667,1732.955307,12
1,2580.19,0.833333,0.666667,357.591488,12
0.888889,4139.56,0.333333,0,597.159149,9
1,0,0,0.5,2559.345,12
1,0,0,0.583333,988.712621,12
0.857143,0,0,0,247.205901,7
1,183.7,0.25,0,1116.001393,12
1,0,0,0,2818.707479,12
1,0,0,1,759.346966,12
1,0,0,0,2703.217084,12
1,1471.04,0.5,1,232.076866,12
0.875,2052.75,0.875,0.5,1356.087629,8
1,0,0,0,1321.46938,12
0.636364,0,0,1,102.895907,12
1,399.15,0.166667,0.25,1540.175186,12
1,0,0,0,1272.080547,12
0.090909,782.88,0.083333,0,280.618072,12
1,0,0,0,1501.874974,12
0.818182,260,0.083333,0,92.072121,12
1,0,0,0,351.184105,12
1,0,0,0.416667,2672.605531,12
1,2303.6,1,0.5,794.323892,12
1,503.45,0.083333,0,495.65428,12
1,3628.67,1,1,186.739077,12
1,933.5,0.083333,0,462.153221,12
1,950.03,0.75,0.416667,,12
1,70.26,0.083333,0.083333,428.353499,12
1,204.27,0.125,0.125,282.152847,8
1,9536.28,0.833333,0.583333,968.363741,12
1,1734.61,0.583333,1,296.681069,12
1,0,0,0,1663.969183,12
1,1326.3,1,0,3414.220124,12
1,0,0,0,3427.635445,12
0.454545,0,0,0,81.716644,12
1,2074.16,0.833333,1,,12
1,620.16,0.916667,0.666667,190.893951,12
0.636364,0,0,0.5,83.041019,12
0.818182,0,0,0.818182,125.135021,11
1,0,0,0,2092.29409,12
0.75,90.39,0.125,0,152.221816,8
1,0,0,0,,12
0.909091,0,0,0,517.595201,12
1,393.5,0.083333,0.5,541.51241,12
1,0,0,1,129.992635,12
1,0,0,0.166667,1263.139657,12
1,219.26,0.25,0,1223.335721,12
0.181818,44.55,0.083333,0,88.028446,12
1,0,0,1,438.318992,12
0.636364,0,0,0,,12
1,0,0,1,163.663033,12
1,36,0.083333,1,1066.801936,12
0.545455,0,0,0.5,88.814191,12
1,0,0,0,12866.94167,12
1,8003.21,1,1,270.774147,12
0.181818,0,0,0,1791.729021,12
1,0,0,0,1689.935969,12
0.909091,521.46,0.5,0.75,162.763716,12
0.818182,0,0,0,,12
1,2986.66,0.5,0.416667,561.333282,12
1,1682.03,0.333333,1,162.995748,12
0.818182,460.57,0.25,0.166667,131.403254,12
1,481,0.083333,1,2203.284474,12
1,578.66,1,0,728.739114,11
1,8.4,1,0,795.091125,12
1,173.69,0.166667,0,796.031998,12
1,74.98,0.166667,0,572.683934,12
0.181818,0,0,0.166667,110.528523,12
1,1500,0.083333,0,885.376298,12
1,0,0,0.916667,1947.918485,12
1,0,0,0,316.461916,12
1,0,0,1,,12
1,0,0,0,10774.73572,12
0.181818,0,0,0,572.390099,12
1,61.11,0.083333,0.25,227.160721,12
1,28,0.083333,0.166667,409.65366,12
1,221.61,0.666667,0,294.377252,12
0.727273,4768.27,0.727273,0,149.493574,11
1,86.7,0.166667,0,1069.925154,12
1,1021.67,0.416667,0.166667,1451.018556,12
1,615.99,0.25,0.833333,266.850585,12
1,690.57,0.333333,0.833333,183.964777,12
0.888889,363,0.111111,0,2070.907379,9
1,0,0,0,1313.531481,12
1,0,0,0,736.789619,12
1,0,0,0,396.635432,12
1,0,0,0.166667,,12
1,987.68,0.25,0.583333,341.524735,12
1,651.4,0.25,0.75,464.139521,12
1,0,0,0.916667,196.720403,12
1,0,0,1,178.44023,12
1,103,0.083333,1,165.304588,12
1,0,0,0,170.397605,12
1,1383.12,1,0.333333,,12
0.888889,0,0,0,1294.501736,9
1,4001.41,0.571429,0.857143,1287.324868,7
1,109.16,0.181818,0.454545,1094.486286,11
1,1358.4,0.833333,1,478.820544,12
1,0,0,0,986.843214,12
1,385,0.166667,0,,12
1,0,0,0.916667,170.451899,12
1,0,0,0,1264.637138,12
0.909091,1366.3,0.5,0,139.388035,12
0.909091,76.94,0.181818,0,277.714185,11
1,2026.7,0.25,0.416667,2642.937347,12
1,100,0.083333,0,,12
1,0,0,0,2592.311811,12
1,10901.24,0.666667,1,1448.585054,12
1,200,0.083333,0,502.765453,12
1,832.49,0.416667,0.916667,2849.235124,12
1,2209.21,0.916667,0.916667,559.284909,12
1,0,0,0.083333,230.806229,12
1,0,0,0.916667,,12
0,0,0,0.75,,12
1,3300.1,0.25,1,78.898037,12
1,1161.66,0.5,0.416667,531.303374,12
1,1229,0.25,0.5,1054.339431,12
1,0,0,0.75,512.342306,12
1,0,0,0,805.478131,12
1,74,0.083333,0.416667,5148.045052,12
1,769.34,0.166667,0,,12
1,177.62,0.083333,0.25,,12
1,0,0,0,363.517186,12
0.727273,69.9,0.083333,0.25,430.209133,12
1,2767.28,1,0.666667,1082.201074,12
1,0,0,0,462.715637,12
1,0,0,0,267.035943,12
1,358,0.083333,1,494.455132,12
1,324.3,0.166667,0,,12
1,0,0,1,170.607827,12
0.636364,0,0,0.25,,12
1,250.32,0.083333,0,,12
0.833333,0,0,0,196.261567,6
1,89.66,0.2,0,397.759846,10
1,0,0,1,188.367946,12
1,1036.19,0.25,0,1100.977131,12
1,0,0,0,5433.759888,12
0.818182,4674.21,0.333333,0.25,258.715978,12
1,262.4,0.25,0.333333,382.716751,12
1,3352.28,0.583333,1,9642.502512,12
1,2426.43,0.916667,0.416667,143.208454,12
1,217.06,0.25,1,1306.468855,12
1,3076.01,1,0.583333,210.035264,12
1,737.79,0.75,0.666667,627.391113,12
1,6761.29,1,0.333333,,12
0.727273,0,0,0,,12
1,112.61,0.083333,0.333333,662.40729,12
1,1352.55,1,0.75,227.726516,12
1,1815.31,1,0.083333,192.520664,12
1,0,0,0.75,711.596731,12
0.555556,175.5,0.222222,0.111111,95.228179,9
0.818182,307.8,0.083333,0.083333,1746.966239,12
1,0,0,1,162.729509,12
1,0,0,0,899.048237,12
1,312.69,0.25,0,167.467416,12
1,1000,0.083333,1,2434.435407,12
1,0,0,0,1927.887547,12
0.818182,0,0,0,242.677632,12
1,701.44,1,0,,12
1,0,0,0.416667,567.761469,12
1,348.88,0.333333,0,255.439979,12
1,3364.59,0.25,0.083333,267.093439,12
1,110,0.083333,0.416667,2364.114477,12
1,0,0,0,622.503528,12
0.727273,0,0,0.333333,153.048247,12
0.181818,732.2,0.083333,1,13.545097,12
1,196.37,0.5,0.5,250.187987,12
0.272727,0,0,0.833333,53.011601,12
1,0,0,0.083333,310.32899,12
1,912.12,0.583333,1,2658.77669,12
1,1272.5,0.583333,1,177.692271,12
0.272727,0,0,0.333333,8.745383,12
1,721.46,0.416667,0.916667,173.182819,12
0.454545,20.09,0.333333,0,,12
1,678,1,0,1111.413896,12
1,0,0,0,1596.893256,12
1,403.54,0.083333,0.833333,,12
1,0,0,0,,12
0.818182,300,0.083333,0.583333,142.613239,12
1,1234.77,0.833333,0.916667,168.750901,12
1,1343.45,0.416667,0.166667,336.282655,12
1,0,0,0,1837.998855,12
1,45.65,0.083333,0,448.973668,12
0.727273,0,0,0,282.771821,12
1,400.14,0.5,0.916667,,12
1,712.3,0.583333,0.416667,2019.977973,12
1,0,0,0,,12
1,63.6,0.083333,1,2411.664639,12
1,53.8,0.25,0,171.6492,12
0.909091,801.19,0.416667,0.75,563.283083,12
1,0,0,0,1558.017969,10
0.909091,6965.06,0.666667,0.416667,889.95708,12
1,0,0,0.583333,2959.446172,12
0.272727,463.8,0.166667,0.083333,199.884984,12
1,11263.17,1,1,517.324081,12
1,0,0,0,1644.952704,12
0.9,1177.64,0.5,0,1000.843859,10
1,858.48,0.583333,0.75,221.145007,12
1,200,0.083333,0,3302.012395,12
0.25,736.72,0.5,0,54.443091,8
0.545455,0,0,0.083333,72.792874,12
0.727273,0.01,0.083333,0,,12
1,0,0,1,1009.381645,12
1,251.44,1,0,,12
1,1748.98,0.5,0.6,555.397214,10
1,2681.99,0.75,0.75,393.411779,12
1,270,0.25,0,229.778025,12
1,1159.3,0.583333,0.166667,870.610813,12
0.272727,308.16,0.25,0,28.242152,12
0.363636,0,0,0,58.778054,12
1,1817.84,0.333333,0,,12
0.909091,1000,0.083333,0,157.31769,12
1,0,0,0,430.722903,12
0.8,2795.14,0.6,0.5,255.098434,10
1,886.37,0.333333,0,493.349977,12
0.909091,0,0,0,1278.064978,11
1,0,0,1,701.949213,12
0.909091,0,0,0.818182,152.188982,11
1,0,0,0.583333,1680.543762,12
1,695.29,0.25,1,1049.416303,12
1,1755.76,1,0,194.343579,12
1,0,0,0.333333,634.196389,12
1,541.68,0.166667,0,,12
0.9,15158.9,0.8,0.8,586.029097,10
1,1508.54,1,0,,12
1,99,0.083333,0,141.935936,12
1,1424.58,0.75,0.333333,1313.87778,12
1,76.3,0.166667,0,7781.671432,12
1,0,0,1,198.454649,12
1,179.75,0.833333,0.916667,,12
1,435.14,1,0,1390.110596,12
0.636364,280.35,0.166667,0,,12
1,246.2,0.25,0.416667,1546.605424,12
1,0,0,0.333333,168.97377,12
0.818182,1383.74,0.25,1,487.620635,12
1,1864.11,0.916667,0.416667,169.763154,12
1,0,0,0.083333,530.3496,12
0.909091,490.21,0.272727,0,991.468328,11
1,1101.76,0.25,1,,12
1,0,0,0.166667,299.351881,12
1,0,0,0.083333,10849.43809,12
1,132.81,0.25,1,163.30874,12
1,0,0,0,1369.775906,12
1,1375.5,0.916667,0.75,433.618672,12
1,179.56,0.333333,1,369.901866,12
0.909091,0,0,0,140.447701,12
0.727273,652.94,0.25,0.333333,888.901116,12
1,0,0,0.916667,2639.29297,12
0.909091,443.99,0.272727,0,259.715939,11
1,0,0,1,92.217936,12
1,0,0,0,1003.265207,12
1,0,0,1,1098.479834,12
1,100,0.083333,1,1320.855292,12
1,0,0,0.416667,435.662185,12
1,478.53,0.166667,0.333333,,12
0.727273,69,0.083333,0,100.023175,12
1,34.96,0.083333,0.166667,1260.262738,12
1,0,0,0,476.830891,12
0.909091,2655.99,0.916667,0,168.814522,12
1,0,0,1,132.020035,12
1,1400.59,0.25,0.75,1030.053642,12
0.454545,673.11,0.166667,1,108.410954,12
0.142857,0,0,0,,7
1,2643,0.25,0.416667,511.121978,12
1,734.45,0.363636,0.181818,1445.432949,11
1,200,0.166667,0.583333,12245.92601,12
1,0,0,0,999.050377,12
0.909091,1037.82,0.5,0,214.724575,12
1,723.65,1,0,,12
1,0,0,0,13266.3819,12
0.555556,0,0,0,630.679799,9
1,1837.56,0.333333,0.166667,201.050218,12
0.818182,1913.26,0.333333,0.666667,152.391012,12
1,45.65,0.090909,0,481.237501,11
0.545455,1188,0.083333,0,158.339807,12
1,163.29,0.25,0.666667,171.370838,12
1,1088.23,0.166667,1,179.475148,12
1,207.68,0.083333,0,638.679282,12
1,514.97,1,0,208.568375,12
1,45.65,0.083333,0,374.377774,12
1,0,0,0.083333,17693.07847,12
0.454545,45.65,0.083333,0,117.808437,12
1,0,0,0,1473.841361,12
1,0,0,0,1406.909258,12
0.909091,2330.95,0.666667,0.25,168.321916,12
1,0,0,0.583333,,12
1,241.53,0.416667,0.916667,2071.432892,12
0.272727,0,0,0,165.091997,12
1,0,0,0.5,1092.737436,12
1,119,0.083333,0,540.656023,12
1,0,0,0,2295.219735,12
1,1023.9,0.25,1,206.423078,12
1,32.38,0.083333,0,,12
0.5,19,0.166667,0.166667,81.198552,6
0.272727,0,0,0,968.603795,12
1,0,0,0.25,,12
1,59,0.083333,1,178.75204,12
1,0,0,0,206.737107,7
1,292.59,1,0,,12
0.363636,1042.52,0.083333,0,260.066741,12
1,2632.4,1,0.083333,429.697372,12
1,280,0.166667,0,664.585302,12
1,0,0,0,281.091657,12
1,1302.37,0.5,0,1836.602896,12
1,90,0.083333,0,189.979169,12
0.545455,85.5,0.083333,0.416667,140.751691,12
1,3391.88,0.166667,1,550.971147,12
0.888889,160.05,0.111111,0.555556,116.531467,9
1,0,0,1,194.502845,12
1,0,0,0.666667,131.106729,12
0.727273,230.15,1,0,,12
1,105.8,0.083333,1,185.371629,12
1,2293.18,0.75,1,7321.639932,12
1,0,0,0,425.777184,12
0.888889,2017.22,0.666667,0.777778,129.801874,9
1,60,1,0,385.395799,12
1,64.03,0.083333,0.916667,2168.95118,12
1,66.7,0.083333,0,240.517311,12
1,130,0.083333,0,891.684832,12
0.454545,0,0,0.083333,112.584481,12
1,285.45,0.333333,0,389.633098,12
1,211.51,0.166667,0.083333,1586.594493,12
1,35.8,0.083333,0,217.074658,12
1,0,0,0.5,5303.958597,12
1,0,0,1,139.832021,12
0.875,0,0,0,205.446177,8
0.909091,153.96,0.083333,0,266.069794,12
0.636364,453.89,0.25,0,127.427088,12
0.363636,0,0,0,274.427951,12
1,0,0,0,1023.380975,12
0.272727,133,0.166667,0,89.546616,12
1,1084,0.25,0.166667,119.213806,12
1,453,0.5,1,909.741196,12
0.545455,431.49,0.333333,0,107.848735,12
1,892.8,0.5,0.25,176.216309,12
1,0,0,0,498.013895,12
0.363636,0,0,0,5.045387,12
1,289.03,1,0.75,186.610054,12
0.363636,286,0.25,0.25,58.719455,12
1,0,0,0,,12
1,242.89,0.25,1,1111.315878,12
1,0,0,0,364.832651,10
1,620.77,0.583333,0.416667,615.990784,12
0.727273,228,0.166667,0.333333,106.632133,12
1,680.97,0.583333,0,1361.590608,12
0.545455,0,0,0.416667,132.19075,12
1,210.5,0.5,0.416667,922.418051,12
1,0,0,0,401.48809,12
1,0,0,0.666667,980.711635,12
1,0,0,0.5,463.144483,12
0.090909,171,0.166667,0,88.232737,12
1,1216.81,0.666667,1,3606.228152,12
0.818182,0,0,0.083333,,12
1,896.18,0.166667,0,1493.652513,12
0.909091,133,0.083333,0.75,147.243614,12
1,0,0,1,184.163134,12
1,1107.29,0.166667,1,742.308918,12
1,90,0.090909,0,484.797517,11
1,436.74,0.333333,0,239.690542,12
0.909091,145,0.083333,0.416667,174.83612,12
1,0,0,0.5,202.991548,12
1,0,0,0,935.839831,12
1,0,0,0.416667,1821.785907,12
1,0,0,0,1138.592178,12
1,0,0,0.75,1879.817257,12
1,7.78,0.083333,0.333333,206.812783,12
1,0,0,0,450.598141,12
1,0,0,0.75,3204.78292,12
1,364,0.083333,0,211.317636,12
0.666667,0,0,0.666667,122.108687,9
0.9,0,0,0.2,18.219526,10
0.818182,185,0.25,0.666667,124.465257,12
1,0,0,0,272.696099,12
1,0,0,0,2216.590039,12
1,0,0,0.166667,319.996667,12
1,2900,0.125,0,,8
0.636364,630.01,0.083333,0.416667,137.306097,12
1,80.3,0.166667,0,2359.005614,12
1,777.63,0.583333,0.916667,547.949563,12
0.909091,3777.59,0.818182,0,261.247523,11
0.272727,114,0.083333,0,124.494411,12
1,0,0,0.833333,178.83986,12
1,129.95,0.083333,0,500.848096,12
1,22.16,0.083333,0,30528.4324,12
0,0,0,0.083333,,12
1,0,0,0,251.520629,12
0.636364,0,0,0,70.384975,12
1,0,0,0,560.757332,12
1,729.65,0.166667,0.666667,921.910684,12
1,0,0,0,427.330636,12
1,2718.42,0.833333,1,231.798854,12
1,383.05,0.166667,0.583333,888.841589,12
1,175.6,0.181818,0.545455,1739.237096,11
1,190,0.090909,0,1818.377046,11
1,0,0,0,786.946437,12
1,396.24,0.833333,0.416667,285.440312,12
1,0,0,0,1460.63522,11
0.454545,590,0.083333,0,156.326043,12
1,0,0,0,1970.352152,12
1,120,0.083333,0,751.902022,12
1,460.57,0.333333,0,2103.456999,12
1,0,0,1,1750.367637,12
1,1357,0.5,1,1091.281356,12
1,4287.78,1,1,211.053637,12
1,2435.82,0.416667,0.416667,232.97847,12
1,690,0.2,0.6,158.916575,10
0.818182,0,0,0.666667,179.524229,12
1,743.38,0.166667,0,4500.377613,12
0.090909,2483.26,0.083333,0,,12
1,927.1,1,0,163.265372,12
0.181818,951.1,0.166667,0,108.418045,12
1,0,0,0.916667,184.470935,12
1,0,0,0.833333,174.020429,12
0.727273,0,0,0.75,66.97684,12
1,2275.97,0.583333,0,179.584038,12
1,356.4,0.166667,0,1171.515143,12
1,0,0,0,2202.491764,12
0.636364,0,0,0.25,72.261438,12
0.454545,200,0.083333,0.25,143.732476,12
0.181818,25.5,0.083333,0,83.648417,12
1,348.78,0.714286,0,590.202893,7
1,224.31,0.166667,0.416667,668.171959,12
1,444.4,0.25,1,176.525876,12
1,0,0,0,247.985446,12
1,0,0,0.3,1705.819755,10
0.818182,0,0,0,783.207678,12
1,1462.38,0.333333,0,218.825218,12
0.272727,508.56,0.083333,0,217.322796,12
0.909091,0,0,0,411.099829,11
1,1955.67,1,0.5,194.72626,12
0.727273,0,0,0.583333,194.037041,12
1,0,0,0,419.392234,12
1,0,0,0.583333,716.223809,12
1,0,0,0,1641.805004,12
0.909091,360,0.090909,0,427.286126,11
0.545455,0,0,0,612.399286,12
1,2001.55,0.916667,0.166667,191.234533,12
1,0,0,0.833333,187.9353,12
1,0,0,0.916667,67.379671,12
1,160.48,0.333333,0.166667,115.81103,12
1,869.06,0.333333,0.416667,603.954203,12
0.090909,0,0,0,,12
0.090909,0,0,0,,12
1,15795.42,1,1,505.125031,12
0.5,0,0,0,149.909419,8
1,256,0.25,0.083333,65.67327,12
1,5327.61,0.833333,0,247.085679,12
1,0,0,0.25,233.788637,12
1,1233.58,0.416667,0,4576.531483,12
0.818182,0,0,0.833333,162.680718,12
0.909091,1587.24,0.583333,0.666667,296.885026,12
0.909091,997.3,0.5,0.416667,175.485133,12
0.818182,1259.58,0.5,0.5,319.680283,12
1,601,0.25,0.333333,753.39587,12
1,0,0,1,179.232469,12
1,1947.05,0.833333,0.166667,1082.482851,12
0.090909,0,0,0.083333,117.833863,12
0.3,432.05,0.2,0,55.522218,10
1,0,0,1,183.31064,12
1,0,0,1,400.735862,12
1,218,0.333333,0,526.403412,12
1,247.95,0.25,0.083333,789.357067,12
0.2,921.82,0.1,0,68.262356,10
0.181818,76,0.083333,0,109.152917,12
1,0,0,0,2584.589917,12
1,1788.08,0.833333,0.166667,169.81431,12
1,1829.5,0.75,0.75,155.235425,12
1,0,0,0.5,913.580145,12
0.181818,322.98,0.166667,0,5.458904,12
1,2743.66,0.75,0,1371.137719,12
1,0,0,0,472.703236,12
1,4859.87,1,1,176.295409,12
0.272727,33,0.083333,0.083333,140.098388,12
0.909091,311.05,0.916667,0,117.973282,12
1,689.4,1,0,191.837369,12
0.272727,0,0,0,678.362107,12
0.272727,0,0,0.333333,43.89699,12
0.75,0,0,0.75,117.977018,8
1,1858.7,0.583333,0,1092.303319,12
1,2831.62,1,0.333333,187.681228,12
1,1103.5,0.333333,0,648.228886,12
0.090909,0,0,0.083333,,12
1,0,0,0,1572.040565,12
1,0,0,1,519.80399,12
1,0,0,0,7639.575747,12
1,773.6,0.5,1,759.107707,12
0.818182,150.05,0.25,0.166667,81.364934,12
1,0,0,0.9,147.921516,10
0.454545,35.97,0.083333,0,97.069542,12
1,0,0,0,763.877119,12
0.3,85.5,0.1,0,72.47544,10
1,696.63,0.083333,0,918.350562,12
1,0,0,0,738.273311,12
1,1332.96,0.583333,1,175.39498,12
1,872.26,0.916667,0.916667,203.838712,12
1,1647.3,0.833333,1,1313.547582,12
0.888889,0,0,0.111111,159.29742,9
1,0,0,0,531.071616,12
1,0,0,0,404.950458,12
0.545455,0,0,0.333333,173.696638,12
1,750,0.083333,0.916667,365.872805,12
1,722.91,0.5,0.916667,287.150626,12
1,2372.1,0.333333,0.166667,1803.215713,12
0.727273,99,0.083333,0.583333,153.216454,12
0.571429,178.83,0.285714,0,128.725608,7
1,227.55,0.083333,0,352.17313,12
0.272727,588.05,0.166667,0,18.113017,12
0.363636,0,0,0,855.39844,12
1,2675,0.666667,0,3043.715928,12
1,24543.52,1,1,703.503256,12
1,137.84,0.166667,1,185.221234,12
0.909091,0,0,1,92.417583,12
1,0,0,0,700.578477,12
0.5,59,0.166667,0,55.553231,6
1,0,0,0,818.65483,12
1,0,0,0.083333,1797.588069,12
1,4398.35,0.916667,0,179.19571,12
1,1483.9,1,0,1690.030475,12
1,0,0,1,105.323736,12
0.5,958.5,0.3,0,76.806928,10
0.545455,150,0.083333,0,340.787739,12
0.272727,2501,0.166667,1,29.259869,12
1,2968.85,0.833333,0.416667,587.744916,12
1,0,0,0.833333,151.412643,12
1,1516.09,1,0.75,177.898546,12
0.4,0,0,0.2,74.698385,10
1,168.65,0.181818,0.363636,599.949312,11
1,626.53,0.166667,0.416667,732.309926,12
1,1734.5,0.333333,0.916667,195.583027,12
0.727273,272,0.25,0.333333,121.912794,12
1,1867.92,0.333333,0.666667,851.600335,12
1,0,0,0,845.927334,12
0.727273,491.43,0.545455,0,129.562455,11
1,291.7,0.083333,0.25,128.751781,12
0.818182,0,0,1,,12
1,548.89,0.166667,0,1146.630327,12
1,64.09,0.090909,0.272727,481.887743,11
0.454545,315,0.083333,0,190.131556,12
1,223,0.083333,0.75,200.878822,12
1,2875.13,1,0.916667,188.516174,12
1,4349.34,0.916667,0,163.370313,12
1,2484.65,0.666667,0.666667,1365.627377,12
0.727273,1368,0.083333,0,979.683199,12
1,3484.5,0.416667,0.25,1842.365907,12
1,335,0.166667,0,1785.222397,12
1,1127.78,1,0.083333,179.685335,12
1,699.44,1,0,1817.698864,12
1,273,0.583333,0,1148.353805,12
0.272727,220.5,0.083333,0,89.231655,12
1,0,0,0.916667,4522.22913,12
1,965.09,0.583333,0.583333,2741.09648,12
1,45.65,0.083333,0,755.461023,12
0.363636,1644.79,0.25,0.25,268.760421,12
1,310.7,0.166667,0.916667,1006.614717,12
0.666667,316.91,0.666667,0,71.08943,6
1,4104.58,1,1,200.169985,12
1,0,0,0,642.629679,12
0.909091,3603.23,0.75,0,170.242711,12
1,5368.71,0.583333,0.333333,1764.680048,12
1,0,0,0.916667,8791.735512,12
1,0,0,0,335.657631,8
1,2520.55,0.833333,0.166667,194.460262,12
0.363636,603.84,0.166667,0.083333,138.72196,12
1,0,0,0,113.248946,12
1,1938.44,0.666667,1,582.753042,12
0.636364,553.73,0.5,0,118.538181,12
1,35,0.083333,0,493.967774,12
1,1941.08,0.5,1,593.311661,12
1,0,0,0,734.58611,12
1,129.52,0.166667,0.333333,841.525188,12
1,773.17,0.333333,0.083333,451.616978,12
1,0,0,0.833333,1860.347671,12
1,515.45,0.166667,0.166667,985.784518,12
1,0,0,0,288.284812,12
1,689.4,1,0,269.813501,12
1,2241.84,0.916667,0,161.507699,12
1,2071.7,0.5,0,658.688782,12
0.272727,0,0,0.25,129.84145,12
1,661.56,1,0.25,989.542477,12
1,1062,0.25,1,245.51294,12
1,0,0,0,613.432586,12
1,0,0,0,1307.25605,12
0.818182,234.98,0.75,0.75,232.164739,12
1,237.52,0.25,0,3807.251196,12
1,1242.9,0.5,1,179.459441,12
1,0,0,0,3248.046319,12
1,265,0.090909,0,1162.329835,11
0,0,0,0.857143,,7
1,0,0,0.916667,1609.511846,12
1,0,0,0,1340.320342,12
0.363636,0,0,0.25,59.26757,12
1,1358.32,1,0.916667,179.10451,12
0.727273,0,0,0.666667,156.243291,12
0.909091,47.5,0.083333,1,141.350236,12
1,246.56,0.25,0,1717.459323,12
1,4051.67,1,0.583333,1171.273248,12
1,689.23,1,0.833333,194.793488,12
0.818182,401.63,0.5,0,130.017867,12
1,0,0,0,1222.355238,12
1,141.69,0.083333,0.666667,208.2926,12
1,415,0.25,0.083333,169.34887,12
0.727273,0,0,0,243.343542,12
1,3064.59,0.5,1,496.075078,12
1,734.32,0.916667,0.416667,2885.44844,12
0.727273,3386.58,0.583333,0,138.674322,12
1,55,0.083333,1,129.984859,12
0.636364,429.88,0.25,0,133.273654,12
0.363636,0,0,0.333333,57.711988,12
0.888889,130,0.111111,0.333333,535.455159,9
1,2798.36,0.428571,0,931.531127,7
1,876.49,0.666667,0.833333,1028.109548,12
1,967.08,0.416667,0.916667,175.755159,12
1,0,0,0,3502.851217,12
1,1546.5,1,0.333333,300.082054,12
1,1018.98,1,0.583333,174.061253,12
1,0,0,1,1329.038006,12
0.454545,0,0,0.333333,39.385916,12
1,0,0,0,366.90327,12
1,0,0,0,1779.683281,12
1,0,0,0.916667,815.025567,12
1,0,0,0.833333,1677.290468,12
1,2096.49,0.166667,0.75,260.662747,12
1,2170.26,0.916667,0.416667,199.936768,12
1,890.45,1,0,171.602356,12
1,2590,0.25,0.25,800.040356,12
0.9,0,0,0.3,717.747014,10
1,9661.37,0.416667,0,682.274622,12
0.909091,2380,0.166667,0.75,171.044243,12
0.363636,1027.41,0.25,0,165.821848,12
0.363636,661.3,0.166667,0.25,58.665765,12
0.636364,186.05,0.416667,0,209.045742,12
1,0,0,0,1313.849047,12
1,0,0,0.416667,439.337182,12
1,0,0,0.666667,100.894512,12
1,264.35,0.166667,0.666667,194.362209,12
1,391.45,0.083333,1,1151.418293,12
1,167.08,0.166667,0,472.309554,12
1,2508.57,0.583333,0.083333,150.184354,12
0.571429,0,0,0,46.396619,7
0.272727,188,0.083333,0,19.329034,12
1,148.29,0.083333,0,2988.430055,12
0.909091,487.61,0.166667,0,198.000106,12
1,0,0,0,1053.773309,12
1,0,0,1,169.95303,12
1,0,0,0,339.660618,12
1,622.9,0.545455,0,171.750543,11
1,0,0,0,803.189729,12
1,444,0.25,0.083333,354.783499,12
1,1057.1,1,0.416667,172.363941,12
1,561.06,0.583333,0.833333,189.953723,12
1,0,0,0,659.678948,12
1,464.63,1,0.166667,145.306865,12
1,4012,0.416667,1,217.937998,12
1,386.78,0.333333,0,402.102876,12
1,0,0,1,5092.7993,12
0.818182,0,0,0,277.371035,12
1,2577.7,0.583333,0,770.484199,12
1,0,0,0.916667,136.234257,12
0.545455,899.73,0.333333,0,136.934288,12
1,1070.12,0.666667,0.916667,168.621828,12
1,0,0,0,392.678144,12
0.545455,0,0,0.416667,164.374194,12
1,178.8,0.5,0.666667,169.514793,12
1,0,0,0,3017.638941,12
1,1317.01,0.5,1,2158.446633,12
1,9180.41,1,1,209.881639,12
